,employee_id,last_name,order_id,product_name,quantity
574,4,Peacock,10464,Ipoh Coffee,3
575,4,Peacock,10464,Gnocchi di nonna Alice,30
576,4,Peacock,10464,Camembert Pierrot,20
577,1,Davolio,10465,Guaraná Fantástica,25
578,1,Davolio,10465,Thüringer Rostbratwurst,18
579,1,Davolio,10465,Boston Crab Meat,20
580,1,Davolio,10465,Røgede sild,30
581,1,Davolio,10465,Valkoinen suklaa,25
582,4,Peacock,10466,Queso Cabrales,10
583,4,Peacock,10466,Spegesild,5
584,8,Callahan,10467,Guaraná Fantástica,28
585,8,Callahan,10467,NuNuCa Nuß-Nougat-Creme,12
586,3,Leverling,10468,Nord-Ost Matjeshering,8
587,3,Leverling,10468,Ipoh Coffee,15
588,1,Davolio,10469,Chang,40
589,1,Davolio,10469,Pavlova,35
590,1,Davolio,10469,Gula Malacca,2
591,4,Peacock,10470,Carnarvon Tigers,30
592,4,Peacock,10470,Tunnbröd,15
593,4,Peacock,10470,Wimmers gute Semmelknödel,8
594,2,Fuller,10471,Uncle Bob's Organic Dried Pears,30
595,2,Fuller,10471,Gnocchi di nonna Alice,20
596,8,Callahan,10472,Guaraná Fantástica,80
597,8,Callahan,10472,Manjimup Dried Apples,18
598,1,Davolio,10473,Geitost,12
599,1,Davolio,10473,Fløtemysost,12
600,5,Buchanan,10474,Tofu,12
601,5,Buchanan,10474,Rössle Sauerkraut,18
602,5,Buchanan,10474,Boston Crab Meat,21
603,5,Buchanan,10474,Rhönbräu Klosterbier,10
604,9,Dodsworth,10475,Gorgonzola Telino,35
605,9,Dodsworth,10475,Louisiana Hot Spiced Okra,60
606,9,Dodsworth,10475,Lakkalikööri,42
607,8,Callahan,10476,Pâté chinois,2
608,8,Callahan,10476,Outback Lager,12
609,5,Buchanan,10477,Chai,15
610,5,Buchanan,10477,Sir Rodney's Scones,21
611,5,Buchanan,10477,Chartreuse verte,20
612,2,Fuller,10478,Ikura,20
613,3,Leverling,10479,Côte de Blaye,30
614,3,Leverling,10479,Perth Pasties,28
615,3,Leverling,10479,Raclette Courdavault,60
616,3,Leverling,10479,Wimmers gute Semmelknödel,30
617,6,Suyama,10480,Zaanse koeken,30
618,6,Suyama,10480,Raclette Courdavault,12
619,8,Callahan,10481,Maxilaku,24
620,8,Callahan,10481,Camembert Pierrot,40
621,1,Davolio,10482,Boston Crab Meat,10
622,7,King,10483,Sasquatch Ale,35
623,7,King,10483,Original Frankfurter grüne Soße,30
624,3,Leverling,10484,Sir Rodney's Scones,14
625,3,Leverling,10484,Boston Crab Meat,10
626,3,Leverling,10484,Manjimup Dried Apples,3
627,4,Peacock,10485,Chang,20
628,4,Peacock,10485,Aniseed Syrup,20
629,4,Peacock,10485,Pâté chinois,30
630,4,Peacock,10485,Outback Lager,60
631,1,Davolio,10486,Queso Cabrales,5
632,1,Davolio,10486,Manjimup Dried Apples,25
633,1,Davolio,10486,Longlife Tofu,16
634,2,Fuller,10487,Teatime Chocolate Biscuits,5
635,2,Fuller,10487,Gumbär Gummibärchen,30
636,2,Fuller,10487,Tourtière,24
637,8,Callahan,10488,Raclette Courdavault,30
638,8,Callahan,10488,Röd Kaviar,20
639,6,Suyama,10489,Queso Cabrales,15
640,6,Suyama,10489,Pavlova,18
641,7,King,10490,Raclette Courdavault,60
642,7,King,10490,Scottish Longbreads,30
643,7,King,10490,Rhönbräu Klosterbier,36
644,8,Callahan,10491,Gula Malacca,15
645,8,Callahan,10491,Original Frankfurter grüne Soße,7
646,3,Leverling,10492,NuNuCa Nuß-Nougat-Creme,60
647,3,Leverling,10492,Singaporean Hokkien Fried Mee,20
648,4,Peacock,10493,Louisiana Fiery Hot Pepper Sauce,15
649,4,Peacock,10493,Louisiana Hot Spiced Okra,10
650,4,Peacock,10493,Gudbrandsdalsost,10
651,4,Peacock,10494,Gnocchi di nonna Alice,30
652,3,Leverling,10495,Tunnbröd,10
653,3,Leverling,10495,Jack's New England Clam Chowder,20
654,3,Leverling,10495,Original Frankfurter grüne Soße,5
655,7,King,10496,Gorgonzola Telino,20
656,7,King,10497,Gnocchi di nonna Alice,14
657,7,King,10497,Mozzarella di Giovanni,25
658,7,King,10497,Original Frankfurter grüne Soße,25
659,8,Callahan,10498,Guaraná Fantástica,14
660,8,Callahan,10498,Boston Crab Meat,5
661,8,Callahan,10498,Singaporean Hokkien Fried Mee,30
662,4,Peacock,10499,Rössle Sauerkraut,20
663,4,Peacock,10499,Maxilaku,25
664,6,Suyama,10500,Genen Shouyu,12
665,6,Suyama,10500,Rössle Sauerkraut,8
666,9,Dodsworth,10501,Tourtière,20
667,2,Fuller,10502,Røgede sild,21
668,2,Fuller,10502,Perth Pasties,6
669,2,Fuller,10502,Laughing Lumberjack Lager,30
670,6,Suyama,10503,Tofu,70
671,6,Suyama,10503,Louisiana Fiery Hot Pepper Sauce,20
672,4,Peacock,10504,Chang,12
673,4,Peacock,10504,Sir Rodney's Scones,12
674,4,Peacock,10504,Perth Pasties,10
675,4,Peacock,10504,Sirop d'érable,25
676,3,Leverling,10505,Tarte au sucre,3
677,9,Dodsworth,10506,NuNuCa Nuß-Nougat-Creme,18
678,9,Dodsworth,10506,Outback Lager,14
679,7,King,10507,Ipoh Coffee,15
680,7,King,10507,Chocolade,15
681,1,Davolio,10508,Konbu,10
682,1,Davolio,10508,Chartreuse verte,10
683,4,Peacock,10509,Rössle Sauerkraut,3
684,6,Suyama,10510,Thüringer Rostbratwurst,36
685,6,Suyama,10510,Rhönbräu Klosterbier,36
686,4,Peacock,10511,Chef Anton's Cajun Seasoning,50
687,4,Peacock,10511,Uncle Bob's Organic Dried Pears,50
688,4,Peacock,10511,Northwoods Cranberry Sauce,10
689,7,King,10512,Guaraná Fantástica,10
690,7,King,10512,Spegesild,9
691,7,King,10512,Zaanse koeken,6
692,7,King,10512,Camembert Pierrot,12
693,7,King,10513,Sir Rodney's Scones,40
694,7,King,10513,Mascarpone Fabioli,50
695,7,King,10513,Sirop d'érable,15
696,3,Leverling,10514,Sir Rodney's Marmalade,39
697,3,Leverling,10514,Rössle Sauerkraut,35
698,3,Leverling,10514,Gnocchi di nonna Alice,70
699,3,Leverling,10514,Louisiana Fiery Hot Pepper Sauce,39
700,3,Leverling,10514,Rhönbräu Klosterbier,50
701,2,Fuller,10515,Mishi Kobe,16
702,2,Fuller,10515,Pavlova,50
703,2,Fuller,10515,Schoggi Schokolade,120
704,2,Fuller,10515,Geitost,16
705,2,Fuller,10515,Camembert Pierrot,84
706,2,Fuller,10516,Carnarvon Tigers,25
707,2,Fuller,10516,Jack's New England Clam Chowder,80
708,2,Fuller,10516,Singaporean Hokkien Fried Mee,20
709,3,Leverling,10517,Filo Mix,6
710,3,Leverling,10517,Raclette Courdavault,4
711,3,Leverling,10517,Outback Lager,6
712,4,Peacock,10518,Guaraná Fantástica,5
713,4,Peacock,10518,Côte de Blaye,15
714,4,Peacock,10518,Gula Malacca,9
715,6,Suyama,10519,Ikura,16
716,6,Suyama,10519,Gnocchi di nonna Alice,40
717,6,Suyama,10519,Camembert Pierrot,10
718,7,King,10520,Guaraná Fantástica,8
719,7,King,10520,Perth Pasties,5
720,8,Callahan,10521,Steeleye Stout,3
721,8,Callahan,10521,Jack's New England Clam Chowder,10
722,8,Callahan,10521,Scottish Longbreads,6
723,4,Peacock,10522,Chai,40
724,4,Peacock,10522,Northwoods Cranberry Sauce,24
725,4,Peacock,10522,Nord-Ost Matjeshering,20
726,4,Peacock,10522,Boston Crab Meat,25
727,7,King,10523,Alice Mutton,25
728,7,King,10523,Sir Rodney's Marmalade,15
729,7,King,10523,Gravad lax,18
730,7,King,10523,Jack's New England Clam Chowder,6
731,1,Davolio,10524,Ikura,2
732,1,Davolio,10524,Nord-Ost Matjeshering,10
733,1,Davolio,10524,Ipoh Coffee,60
734,1,Davolio,10524,Tourtière,15
735,1,Davolio,10525,Inlagd Sill,30
736,1,Davolio,10525,Boston Crab Meat,15
737,4,Peacock,10526,Chai,8
738,4,Peacock,10526,Konbu,10
739,4,Peacock,10526,Gnocchi di nonna Alice,30
740,7,King,10527,Chef Anton's Cajun Seasoning,50
741,7,King,10527,Inlagd Sill,30
742,6,Suyama,10528,Queso Cabrales,3
743,6,Suyama,10528,Geitost,8
744,6,Suyama,10528,Mozzarella di Giovanni,9
745,5,Buchanan,10529,Pâté chinois,14
746,5,Buchanan,10529,Scottish Longbreads,20
747,5,Buchanan,10529,Gudbrandsdalsost,10
748,3,Leverling,10530,Alice Mutton,40
749,3,Leverling,10530,Ipoh Coffee,25
750,3,Leverling,10530,Sirop d'érable,20
751,3,Leverling,10530,Lakkalikööri,50
752,7,King,10531,Raclette Courdavault,2
753,7,King,10532,Nord-Ost Matjeshering,15
754,7,King,10532,Louisiana Hot Spiced Okra,24
755,8,Callahan,10533,Chef Anton's Cajun Seasoning,50
756,8,Callahan,10533,Mozzarella di Giovanni,24
757,8,Callahan,10533,Röd Kaviar,24
758,8,Callahan,10534,Nord-Ost Matjeshering,10
759,8,Callahan,10534,Boston Crab Meat,10
760,8,Callahan,10534,Tourtière,10
761,4,Peacock,10535,Queso Cabrales,50
762,4,Peacock,10535,Boston Crab Meat,10
763,4,Peacock,10535,Ravioli Angelo,5
764,4,Peacock,10535,Raclette Courdavault,15
765,3,Leverling,10536,Queso Manchego La Pastora,15
766,3,Leverling,10536,Gorgonzola Telino,20
767,3,Leverling,10536,Geitost,30
768,3,Leverling,10536,Camembert Pierrot,35
769,1,Davolio,10537,Gorgonzola Telino,30
770,1,Davolio,10537,Manjimup Dried Apples,6
771,1,Davolio,10537,Escargots de Bourgogne,20
772,1,Davolio,10537,Mozzarella di Giovanni,21
773,1,Davolio,10537,Röd Kaviar,9
774,9,Dodsworth,10538,Outback Lager,7
775,9,Dodsworth,10538,Mozzarella di Giovanni,1
776,6,Suyama,10539,Konbu,8
777,6,Suyama,10539,Sir Rodney's Scones,15
778,6,Suyama,10539,Geitost,15
779,6,Suyama,10539,Maxilaku,6
780,3,Leverling,10540,Aniseed Syrup,60
781,3,Leverling,10540,Gumbär Gummibärchen,40
782,3,Leverling,10540,Côte de Blaye,30
783,3,Leverling,10540,Scottish Longbreads,35
784,2,Fuller,10541,Guaraná Fantástica,35
785,2,Fuller,10541,Côte de Blaye,4
786,2,Fuller,10541,Louisiana Fiery Hot Pepper Sauce,36
787,2,Fuller,10541,Fløtemysost,9
788,1,Davolio,10542,Queso Cabrales,15
789,1,Davolio,10542,Tourtière,24
790,8,Callahan,10543,Queso Manchego La Pastora,30
791,8,Callahan,10543,Tunnbröd,70
792,4,Peacock,10544,Rössle Sauerkraut,7
793,4,Peacock,10544,Laughing Lumberjack Lager,7
794,8,Callahan,10545,Queso Cabrales,10
795,1,Davolio,10546,Uncle Bob's Organic Dried Pears,10
796,1,Davolio,10546,Steeleye Stout,30
797,1,Davolio,10546,Tarte au sucre,40
798,3,Leverling,10547,Mascarpone Fabioli,24
799,3,Leverling,10547,Inlagd Sill,60
800,3,Leverling,10548,Sasquatch Ale,10
801,3,Leverling,10548,Jack's New England Clam Chowder,14
802,5,Buchanan,10549,Gorgonzola Telino,55
803,5,Buchanan,10549,Røgede sild,100
804,5,Buchanan,10549,Manjimup Dried Apples,48
805,7,King,10550,Alice Mutton,8
806,7,King,10550,Teatime Chocolate Biscuits,10
807,7,King,10550,Sir Rodney's Scones,6
808,7,King,10550,Sirop d'érable,10
809,4,Peacock,10551,Pavlova,40
810,4,Peacock,10551,Steeleye Stout,20
811,4,Peacock,10551,Gula Malacca,40
812,2,Fuller,10552,Gudbrandsdalsost,18
813,2,Fuller,10552,Rhönbräu Klosterbier,30
814,2,Fuller,10553,Queso Cabrales,15
815,2,Fuller,10553,Pavlova,14
816,2,Fuller,10553,Gustaf's Knäckebröd,24
817,2,Fuller,10553,Gorgonzola Telino,30
818,2,Fuller,10553,Steeleye Stout,6
819,4,Peacock,10554,Pavlova,30
820,4,Peacock,10554,Tunnbröd,20
821,4,Peacock,10554,Tarte au sucre,20
822,4,Peacock,10554,Original Frankfurter grüne Soße,10
823,6,Suyama,10555,Tofu,30
824,6,Suyama,10555,Teatime Chocolate Biscuits,35
825,6,Suyama,10555,Guaraná Fantástica,18
826,6,Suyama,10555,Manjimup Dried Apples,20
827,6,Suyama,10555,Gnocchi di nonna Alice,40
828,2,Fuller,10556,Mozzarella di Giovanni,24
829,9,Dodsworth,10557,Wimmers gute Semmelknödel,30
830,9,Dodsworth,10557,Rhönbräu Klosterbier,20
831,1,Davolio,10558,Zaanse koeken,25
832,1,Davolio,10558,Manjimup Dried Apples,20
833,1,Davolio,10558,Filo Mix,30
834,1,Davolio,10558,Perth Pasties,18
835,1,Davolio,10558,Röd Kaviar,3
836,6,Suyama,10559,Jack's New England Clam Chowder,12
837,6,Suyama,10559,Pâté chinois,18
838,8,Callahan,10560,Nord-Ost Matjeshering,20
839,8,Callahan,10560,Tarte au sucre,15
840,2,Fuller,10561,Gula Malacca,10
841,2,Fuller,10561,Manjimup Dried Apples,50
842,1,Davolio,10562,Geitost,20
843,1,Davolio,10562,Tarte au sucre,10
844,2,Fuller,10563,Inlagd Sill,25
845,2,Fuller,10563,Filo Mix,70
846,4,Peacock,10564,Alice Mutton,16
847,4,Peacock,10564,Gorgonzola Telino,6
848,4,Peacock,10564,Pâté chinois,25
849,8,Callahan,10565,Guaraná Fantástica,25
850,8,Callahan,10565,Wimmers gute Semmelknödel,18
851,9,Dodsworth,10566,Queso Cabrales,35
852,9,Dodsworth,10566,Carnarvon Tigers,18
853,9,Dodsworth,10566,Lakkalikööri,10
854,1,Davolio,10567,Gorgonzola Telino,60
855,1,Davolio,10567,Manjimup Dried Apples,3
856,1,Davolio,10567,Raclette Courdavault,40
857,3,Leverling,10568,Ikura,5
858,5,Buchanan,10569,Gorgonzola Telino,35
859,5,Buchanan,10569,Lakkalikööri,30
860,3,Leverling,10570,Queso Cabrales,15
861,3,Leverling,10570,Gnocchi di nonna Alice,60
862,8,Callahan,10571,Tofu,11
863,8,Callahan,10571,Singaporean Hokkien Fried Mee,28
864,3,Leverling,10572,Pavlova,12
865,3,Leverling,10572,Mascarpone Fabioli,10
866,3,Leverling,10572,Boston Crab Meat,50
867,3,Leverling,10572,Rhönbräu Klosterbier,15
868,7,King,10573,Alice Mutton,18
869,7,King,10573,Sasquatch Ale,40
870,7,King,10573,Perth Pasties,25
871,4,Peacock,10574,Geitost,14
872,4,Peacock,10574,Boston Crab Meat,2
873,4,Peacock,10574,Tarte au sucre,10
874,4,Peacock,10574,Wimmers gute Semmelknödel,6
875,5,Buchanan,10575,Raclette Courdavault,12
876,5,Buchanan,10575,Vegie-spread,6
877,5,Buchanan,10575,Mozzarella di Giovanni,30
878,5,Buchanan,10575,Lakkalikööri,10
879,3,Leverling,10576,Chai,10
880,3,Leverling,10576,Gorgonzola Telino,20
881,3,Leverling,10576,Gula Malacca,21
882,9,Dodsworth,10577,Chartreuse verte,10
883,9,Dodsworth,10577,Rhönbräu Klosterbier,20
884,9,Dodsworth,10577,Original Frankfurter grüne Soße,18
885,4,Peacock,10578,Steeleye Stout,20
886,4,Peacock,10578,Ravioli Angelo,6
887,1,Davolio,10579,Genen Shouyu,10
888,1,Davolio,10579,Rhönbräu Klosterbier,21
889,4,Peacock,10580,Tofu,15
890,4,Peacock,10580,Jack's New England Clam Chowder,9
891,4,Peacock,10580,Louisiana Fiery Hot Pepper Sauce,30
892,3,Leverling,10581,Rhönbräu Klosterbier,50
893,3,Leverling,10582,Ravioli Angelo,4
894,3,Leverling,10582,Lakkalikööri,14
895,2,Fuller,10583,Thüringer Rostbratwurst,10
896,2,Fuller,10583,Camembert Pierrot,24
897,2,Fuller,10583,Gudbrandsdalsost,10
898,4,Peacock,10584,Gorgonzola Telino,50
899,7,King,10585,Zaanse koeken,15
900,9,Dodsworth,10586,Filo Mix,4
901,1,Davolio,10587,Gumbär Gummibärchen,6
902,1,Davolio,10587,Steeleye Stout,20
903,1,Davolio,10587,Original Frankfurter grüne Soße,20
904,2,Fuller,10588,Carnarvon Tigers,40
905,2,Fuller,10588,Singaporean Hokkien Fried Mee,100
906,8,Callahan,10589,Steeleye Stout,4
907,4,Peacock,10590,Chai,20
908,4,Peacock,10590,Original Frankfurter grüne Soße,60
909,1,Davolio,10591,Aniseed Syrup,14
910,1,Davolio,10591,Uncle Bob's Organic Dried Pears,10
911,1,Davolio,10591,Tourtière,50
912,3,Leverling,10592,Genen Shouyu,25
913,3,Leverling,10592,Gumbär Gummibärchen,5
914,7,King,10593,Sir Rodney's Marmalade,21
915,7,King,10593,Gudbrandsdalsost,20
916,7,King,10593,Lakkalikööri,4
917,3,Leverling,10594,Filo Mix,24
918,3,Leverling,10594,Escargots de Bourgogne,30
919,2,Fuller,10595,Steeleye Stout,30
920,2,Fuller,10595,Sirop d'érable,120
921,2,Fuller,10595,Gudbrandsdalsost,65
922,8,Callahan,10596,Gnocchi di nonna Alice,5
923,8,Callahan,10596,Vegie-spread,24
924,8,Callahan,10596,Rhönbräu Klosterbier,30
925,7,King,10597,Guaraná Fantástica,35
926,7,King,10597,Ravioli Angelo,20
927,7,King,10597,Louisiana Fiery Hot Pepper Sauce,12
928,1,Davolio,10598,Schoggi Schokolade,50
929,1,Davolio,10598,Fløtemysost,9
930,6,Suyama,10599,Tarte au sucre,10
931,4,Peacock,10600,Tourtière,4
932,4,Peacock,10600,Röd Kaviar,30
933,7,King,10601,Konbu,60
934,7,King,10601,Raclette Courdavault,35
935,8,Callahan,10602,Original Frankfurter grüne Soße,5
936,8,Callahan,10603,Gustaf's Knäckebröd,48
937,8,Callahan,10603,Maxilaku,25
938,1,Davolio,10604,Chocolade,6
939,1,Davolio,10604,Lakkalikööri,10
940,1,Davolio,10605,Pavlova,30
941,1,Davolio,10605,Raclette Courdavault,20
942,1,Davolio,10605,Camembert Pierrot,70
943,1,Davolio,10605,Fløtemysost,15
944,4,Peacock,10606,Chef Anton's Cajun Seasoning,20
945,4,Peacock,10606,Pâté chinois,20
946,4,Peacock,10606,Tarte au sucre,10
947,5,Buchanan,10607,Uncle Bob's Organic Dried Pears,45
948,5,Buchanan,10607,Alice Mutton,100
949,5,Buchanan,10607,Geitost,14
950,5,Buchanan,10607,Boston Crab Meat,42
951,5,Buchanan,10607,Mozzarella di Giovanni,12
952,4,Peacock,10608,Gnocchi di nonna Alice,28
953,7,King,10609,Chai,3
954,7,King,10609,Ikura,10
955,7,King,10609,Sir Rodney's Scones,6
956,8,Callahan,10610,Inlagd Sill,21
957,6,Suyama,10611,Chai,6
958,6,Suyama,10611,Chang,10
959,6,Suyama,10611,Camembert Pierrot,15
960,1,Davolio,10612,Ikura,70
961,1,Davolio,10612,Inlagd Sill,55
962,1,Davolio,10612,Maxilaku,18
963,1,Davolio,10612,Camembert Pierrot,40
964,1,Davolio,10612,Lakkalikööri,80
965,4,Peacock,10613,Konbu,8
966,4,Peacock,10613,Rhönbräu Klosterbier,40
967,8,Callahan,10614,Queso Cabrales,14
968,8,Callahan,10614,Sir Rodney's Scones,8
969,8,Callahan,10614,Chartreuse verte,5
970,2,Fuller,10615,Pâté chinois,5
971,1,Davolio,10616,Côte de Blaye,15
972,1,Davolio,10616,Gnocchi di nonna Alice,14
973,1,Davolio,10616,Outback Lager,15
974,1,Davolio,10616,Fløtemysost,15
975,4,Peacock,10617,Raclette Courdavault,30
976,1,Davolio,10618,Grandma's Boysenberry Spread,70
977,1,Davolio,10618,Gnocchi di nonna Alice,20
978,1,Davolio,10618,Scottish Longbreads,15
979,3,Leverling,10619,Sir Rodney's Scones,42
980,3,Leverling,10619,Gustaf's Knäckebröd,40
981,2,Fuller,10620,Guaraná Fantástica,5
982,2,Fuller,10620,Filo Mix,5
983,4,Peacock,10621,Teatime Chocolate Biscuits,5
984,4,Peacock,10621,Tunnbröd,10
985,4,Peacock,10621,Outback Lager,20
986,4,Peacock,10621,Fløtemysost,15
987,4,Peacock,10622,Chang,20
988,4,Peacock,10622,Scottish Longbreads,18
989,8,Callahan,10623,Tofu,21
990,8,Callahan,10623,Teatime Chocolate Biscuits,15
991,8,Callahan,10623,Sir Rodney's Scones,25
992,8,Callahan,10623,Guaraná Fantástica,3
993,8,Callahan,10623,Steeleye Stout,30
994,4,Peacock,10624,Rössle Sauerkraut,10
995,4,Peacock,10624,Thüringer Rostbratwurst,6
996,4,Peacock,10624,Gula Malacca,10
997,3,Leverling,10625,Tofu,3
998,3,Leverling,10625,Singaporean Hokkien Fried Mee,5
999,3,Leverling,10625,Camembert Pierrot,10
1000,1,Davolio,10626,Perth Pasties,12
1001,1,Davolio,10626,Camembert Pierrot,20
1002,1,Davolio,10626,Fløtemysost,20
1003,8,Callahan,10627,Tarte au sucre,15
1004,8,Callahan,10627,Röd Kaviar,35
1005,4,Peacock,10628,Chai,25
1006,4,Peacock,10629,Thüringer Rostbratwurst,20
1007,4,Peacock,10629,Wimmers gute Semmelknödel,9
1008,1,Davolio,10630,Pâté chinois,12
1009,1,Davolio,10630,Lakkalikööri,35
1010,8,Callahan,10631,Rhönbräu Klosterbier,8
1011,8,Callahan,10632,Chang,30
1012,8,Callahan,10632,Geitost,20
1013,7,King,10633,Queso Manchego La Pastora,36
1014,7,King,10633,Konbu,13
1015,7,King,10633,Gumbär Gummibärchen,35
1016,7,King,10633,Tarte au sucre,80
1017,4,Peacock,10634,Uncle Bob's Organic Dried Pears,35
1018,4,Peacock,10634,Carnarvon Tigers,50
1019,4,Peacock,10634,Manjimup Dried Apples,15
1020,4,Peacock,10634,Rhönbräu Klosterbier,2
1021,8,Callahan,10635,Chef Anton's Cajun Seasoning,10
1022,8,Callahan,10635,Chef Anton's Gumbo Mix,15
1023,8,Callahan,10635,Gustaf's Knäckebröd,40
1024,4,Peacock,10636,Chef Anton's Cajun Seasoning,25
1025,4,Peacock,10636,Escargots de Bourgogne,6
1026,6,Suyama,10637,Queso Cabrales,10
1027,6,Suyama,10637,Valkoinen suklaa,25
1028,6,Suyama,10637,Gnocchi di nonna Alice,60
1029,3,Leverling,10638,Røgede sild,20
1030,3,Leverling,10638,Louisiana Fiery Hot Pepper Sauce,21
1031,3,Leverling,10638,Mozzarella di Giovanni,60
1032,7,King,10639,Carnarvon Tigers,8
1033,4,Peacock,10640,Gudbrandsdalsost,20
1034,4,Peacock,10640,Outback Lager,15
1035,4,Peacock,10641,Chang,50
1036,4,Peacock,10641,Boston Crab Meat,60
1037,7,King,10642,Sir Rodney's Scones,30
1038,7,King,10642,Sirop d'érable,20
1039,6,Suyama,10643,Rössle Sauerkraut,15
1040,6,Suyama,10643,Chartreuse verte,21
1041,6,Suyama,10643,Spegesild,2
1042,3,Leverling,10644,Carnarvon Tigers,4
1043,3,Leverling,10644,Ipoh Coffee,20
1044,3,Leverling,10644,Spegesild,21
1045,4,Peacock,10645,Carnarvon Tigers,20
1046,4,Peacock,10645,Inlagd Sill,15
1047,9,Dodsworth,10646,Chai,15
1048,9,Dodsworth,10646,Ikura,18
1049,9,Dodsworth,10646,Fløtemysost,30
1050,9,Dodsworth,10646,Original Frankfurter grüne Soße,35
1051,4,Peacock,10647,Teatime Chocolate Biscuits,30
1052,4,Peacock,10647,Chartreuse verte,20
1053,5,Buchanan,10648,Gustaf's Knäckebröd,15
1054,5,Buchanan,10648,Guaraná Fantástica,15
1055,5,Buchanan,10649,Rössle Sauerkraut,20
1056,5,Buchanan,10649,Mozzarella di Giovanni,15
1057,5,Buchanan,10650,Nord-Ost Matjeshering,30
1058,5,Buchanan,10650,Perth Pasties,25
1059,5,Buchanan,10650,Tourtière,30
1060,8,Callahan,10651,Teatime Chocolate Biscuits,12
1061,8,Callahan,10651,Gustaf's Knäckebröd,20
1062,4,Peacock,10652,Nord-Ost Matjeshering,2
1063,4,Peacock,10652,Singaporean Hokkien Fried Mee,20
1064,1,Davolio,10653,Pavlova,30
1065,1,Davolio,10653,Camembert Pierrot,20
1066,5,Buchanan,10654,Chef Anton's Cajun Seasoning,12
1067,5,Buchanan,10654,Chartreuse verte,20
1068,5,Buchanan,10654,Tourtière,6
1069,1,Davolio,10655,Jack's New England Clam Chowder,20
1070,6,Suyama,10656,Tofu,3
1071,6,Suyama,10656,Gula Malacca,28
1072,6,Suyama,10656,Zaanse koeken,6
1073,2,Fuller,10657,Genen Shouyu,50
1074,2,Fuller,10657,Jack's New England Clam Chowder,24
1075,2,Fuller,10657,Spegesild,45
1076,2,Fuller,10657,Zaanse koeken,10
1077,2,Fuller,10657,Gnocchi di nonna Alice,45
1078,2,Fuller,10657,Camembert Pierrot,30
1079,4,Peacock,10658,Sir Rodney's Scones,60
1080,4,Peacock,10658,Boston Crab Meat,70
1081,4,Peacock,10658,Camembert Pierrot,55
1082,4,Peacock,10658,Original Frankfurter grüne Soße,70
1083,7,King,10659,Gorgonzola Telino,20
1084,7,King,10659,Boston Crab Meat,24
1085,7,King,10659,Outback Lager,40
1086,8,Callahan,10660,Sir Rodney's Marmalade,21
1087,7,King,10661,Chartreuse verte,3
1088,7,King,10661,Escargots de Bourgogne,49
1089,3,Leverling,10662,Scottish Longbreads,10
1090,2,Fuller,10663,Boston Crab Meat,30
1091,2,Fuller,10663,Singaporean Hokkien Fried Mee,30
1092,2,Fuller,10663,Manjimup Dried Apples,20
1093,1,Davolio,10664,Ikura,24
1094,1,Davolio,10664,Gnocchi di nonna Alice,12
1095,1,Davolio,10664,Louisiana Fiery Hot Pepper Sauce,15
1096,1,Davolio,10665,Manjimup Dried Apples,20
1097,1,Davolio,10665,Raclette Courdavault,1
1098,1,Davolio,10665,Lakkalikööri,10
1099,7,King,10666,Thüringer Rostbratwurst,36
1100,7,King,10666,Louisiana Fiery Hot Pepper Sauce,10
1101,7,King,10667,Gudbrandsdalsost,45
1102,7,King,10667,Fløtemysost,14
1103,1,Davolio,10668,Gorgonzola Telino,8
1104,1,Davolio,10668,Pâté chinois,4
1105,1,Davolio,10668,Wimmers gute Semmelknödel,15
1106,2,Fuller,10669,Inlagd Sill,30
1107,4,Peacock,10670,Tunnbröd,32
1108,4,Peacock,10670,Spegesild,60
1109,4,Peacock,10670,Laughing Lumberjack Lager,25
1110,4,Peacock,10670,Röd Kaviar,50
1111,4,Peacock,10670,Rhönbräu Klosterbier,25
1112,1,Davolio,10671,Pavlova,10
1113,1,Davolio,10671,Tarte au sucre,10
1114,1,Davolio,10671,Louisiana Fiery Hot Pepper Sauce,12
1115,9,Dodsworth,10672,Côte de Blaye,15
1116,9,Dodsworth,10672,Fløtemysost,12
1117,2,Fuller,10673,Pavlova,3
1118,2,Fuller,10673,Singaporean Hokkien Fried Mee,6
1119,2,Fuller,10673,Ipoh Coffee,6
1120,4,Peacock,10674,Tunnbröd,5
1121,5,Buchanan,10675,Tofu,30
1122,5,Buchanan,10675,Perth Pasties,10
1123,5,Buchanan,10675,Escargots de Bourgogne,30
1124,2,Fuller,10676,Ikura,2
1125,2,Fuller,10676,Teatime Chocolate Biscuits,7
1126,2,Fuller,10676,Gula Malacca,21
1127,1,Davolio,10677,Gumbär Gummibärchen,30
1128,1,Davolio,10677,Geitost,8
1129,7,King,10678,Queso Manchego La Pastora,100
1130,7,King,10678,Geitost,30
1131,7,King,10678,Jack's New England Clam Chowder,120
1132,7,King,10678,Tourtière,30
1133,8,Callahan,10679,Raclette Courdavault,12
1134,1,Davolio,10680,Pavlova,50
1135,1,Davolio,10680,Gorgonzola Telino,20
1136,1,Davolio,10680,Singaporean Hokkien Fried Mee,40
1137,3,Leverling,10681,Teatime Chocolate Biscuits,30
1138,3,Leverling,10681,Sir Rodney's Scones,12
1139,3,Leverling,10681,Wimmers gute Semmelknödel,28
1140,3,Leverling,10682,Geitost,30
1141,3,Leverling,10682,Louisiana Hot Spiced Okra,4
